DLPC	H13B	0.25	1.112400	HL
DLPC	H13C	0.25	1.112400	HL
DLPC	C14	-0.35	2.373120	CTL5
DLPC	H14A	0.25	1.112400	HL
DLPC	H14B	0.25	1.112400	HL
DLPC	H14C	0.25	1.112400	HL
DLPC	C15	-0.35	2.373120	CTL5
DLPC	H15A	0.25	1.112400	HL
DLPC	H15B	0.25	1.112400	HL
DLPC	H15C	0.25	1.112400	HL
DLPC	C12	-0.10	2.326770	CTL2
DLPC	H12A	0.25	1.112400	HL
DLPC	H12B	0.25	1.112400	HL
DLPC	C11	-0.08	2.326770	CTL2
DLPC	H11A	0.09	1.705680	HAL2
DLPC	H11B	0.09	1.705680	HAL2
DLPC	P	1.50	2.456550	PL
DLPC	O13	-0.78	2.039400	O2L
DLPC	O14	-0.78	2.039400	O2L
DLPC	O11	-0.57	1.993050	OSLP
DLPC	O12	-0.57	1.993050	OSLP
DLPC	C1	-0.08	2.326770	CTL2
DLPC	HA	0.09	1.705680	HAL2
DLPC	HB	0.09	1.705680	HAL2
DLPC	C2	0.17	2.572425	CTL1
DLPC	HS	0.09	1.687140	HAL1
DLPC	O21	-0.49	1.993050	OSL
DLPC	C21	0.90	2.317500	CL
DLPC	O22	-0.63	2.039400	OBL
DLPC	C22	-0.22	2.326770	CTL2
DLPC	H2R	0.09	1.705680	HAL2
DLPC	H2S	0.09	1.705680	HAL2
DLPC	C3	0.08	2.326770	CTL2
DLPC	HX	0.09	1.705680	HAL2
DLPC	HY	0.09	1.705680	HAL2
DLPC	O31	-0.49	1.993050	OSL
DLPC	C31	0.90	2.317500	CL
DLPC	O32	-0.63	2.039400	OBL
DLPC	C32	-0.22	2.326770	CTL2
DLPC	H2X	0.09	1.705680	HAL2
DLPC	H2Y	0.09	1.705680	HAL2
DLPC	C23	-0.18	2.326770	CTL2
DLPC	H3R	0.09	1.705680	HAL2
DLPC	H3S	0.09	1.705680	HAL2
DLPC	C24	-0.18	2.326770	CTL2
DLPC	H4R	0.09	1.705680	HAL2
DLPC	H4S	0.09	1.705680	HAL2
DLPC	C25	-0.18	2.326770	CTL2
DLPC	H5R	0.09	1.705680	HAL2
DLPC	H5S	0.09	1.705680	HAL2
DLPC	C26	-0.18	2.326770	CTL2
DLPC	H6R	0.09	1.705680	HAL2
DLPC	H6S	0.09	1.705680	HAL2
DLPC	C27	-0.18	2.326770	CTL2
DLPC	H7R	0.09	1.705680	HAL2
DLPC	H7S	0.09	1.705680	HAL2
DLPC	C28	-0.18	2.326770	CTL2
DLPC	H8R	0.09	1.705680	HAL2
DLPC	H8S	0.09	1.705680	HAL2
DLPC	C29	-0.18	2.326770	CTL2
DLPC	H9R	0.09	1.705680	HAL2
DLPC	H9S	0.09	1.705680	HAL2
DLPC	C210	-0.18	2.326770	CTL2
DLPC	H10R	0.09	1.705680	HAL2
DLPC	H10S	0.09	1.705680	HAL2
DLPC	C211	-0.18	2.326770	CTL2
DLPC	H11R	0.09	1.705680	HAL2
DLPC	H11S	0.09	1.705680	HAL2
DLPC	C212	-0.27	2.354580	CTL3
DLPC	H12R	0.09	1.705680	HAL3
DLPC	H12S	0.09	1.705680	HAL3
DLPC	H12T	0.09	1.705680	HAL3
DLPC	C33	-0.18	2.326770	CTL2
DLPC	H3X	0.09	1.705680	HAL2
DLPC	H3Y	0.09	1.705680	HAL2
DLPC	C34	-0.18	2.326770	CTL2
DLPC	H4X	0.09	1.705680	HAL2
